Name,Price,Link,Tag,Images,Colors
New Balance 9060 Sneaker,$150.00,https://www.urbanoutfitters.com/shop/new-balance-9060-sneaker3?category=mens-clothing&color=017,Top Rated,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/82352303_017_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/82352303_044_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/82352303_011_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/82352303_005_s?fit=constrain&hei=56&qlt=75","Pearl: https://images.urbndata.com/is/image/UrbanOutfitters/82352303_017_s?fit=constrain&hei=56&qlt=75, Slate: https://images.urbndata.com/is/image/UrbanOutfitters/82352303_044_s?fit=constrain&hei=56&qlt=75, Ivory: https://images.urbndata.com/is/image/UrbanOutfitters/82352303_011_s?fit=constrain&hei=56&qlt=75, Dark Grey: https://images.urbndata.com/is/image/UrbanOutfitters/82352303_005_s?fit=constrain&hei=56&qlt=75"
"Standard Cloth Ryder 5"" Nylon Short",$39.00,https://www.urbanoutfitters.com/shop/standard-cloth-ryder-5-nylon-short?category=mens-clothing&color=066,Top Rated,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/88413711_066_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88413711_010_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88413711_001_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88413711_030_s?fit=constrain&hei=56&qlt=75","Pink: https://images.urbndata.com/is/image/UrbanOutfitters/88413711_066_s?fit=constrain&hei=56&qlt=75, White: https://images.urbndata.com/is/image/UrbanOutfitters/88413711_010_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/88413711_001_s?fit=constrain&hei=56&qlt=75, Green: https://images.urbndata.com/is/image/UrbanOutfitters/88413711_030_s?fit=constrain&hei=56&qlt=75"
BDG Baggy Skate Fit Jean,$59.00,https://www.urbanoutfitters.com/shop/bdg-baggy-skate-fit-jean3?category=mens-clothing&color=093,N/A,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/68403393_093_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/68403393_004_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/68403393_003_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/68403393_091_s?fit=constrain&hei=56&qlt=75","Deep Blue: https://images.urbndata.com/is/image/UrbanOutfitters/68403393_093_s?fit=constrain&hei=56&qlt=75, Grey: https://images.urbndata.com/is/image/UrbanOutfitters/68403393_004_s?fit=constrain&hei=56&qlt=75, Charcoal: https://images.urbndata.com/is/image/UrbanOutfitters/68403393_003_s?fit=constrain&hei=56&qlt=75, Indigo: https://images.urbndata.com/is/image/UrbanOutfitters/68403393_091_s?fit=constrain&hei=56&qlt=75"
Peau De Loup X Tegan And Sara Foundation UO Exclusive Oxford Striped Button-Down Shirt,$79.00,https://www.urbanoutfitters.com/shop/peau-de-loup-x-tegan-and-sara-foundation-uo-exclusive-oxford-striped-button-down-shirt?category=mens-clothing&color=049,UO Exclusive,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/90670811_049_s?fit=constrain&hei=56&qlt=75",Blue Multi: https://images.urbndata.com/is/image/UrbanOutfitters/90670811_049_s?fit=constrain&hei=56&qlt=75
Budweiser King Of Beers Tee,$39.00,https://www.urbanoutfitters.com/shop/budweiser-king-of-beers-tee3?category=mens-clothing&color=003,N/A,", , , https://images.urbndata.com/is/image/UrbanOutfitters/89806079_003_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/89806079_011_s?fit=constrain&hei=56&qlt=75","Charcoal: https://images.urbndata.com/is/image/UrbanOutfitters/89806079_003_s?fit=constrain&hei=56&qlt=75, Ivory: https://images.urbndata.com/is/image/UrbanOutfitters/89806079_011_s?fit=constrain&hei=56&qlt=75"
BDG Bonfire Straight Leg Sweatpant,$55.00,https://www.urbanoutfitters.com/shop/bdg-bonfire-straight-leg-sweatpant?category=mens-clothing&color=030,N/A,", , , , https://images.urbndata.com/is/image/UrbanOutfitters/87096202_030_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/87096202_021_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/87096202_004_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/87096202_066_s?fit=constrain&hei=56&qlt=75","Green: https://images.urbndata.com/is/image/UrbanOutfitters/87096202_030_s?fit=constrain&hei=56&qlt=75, Dachshund: https://images.urbndata.com/is/image/UrbanOutfitters/87096202_021_s?fit=constrain&hei=56&qlt=75, Moonstruck: https://images.urbndata.com/is/image/UrbanOutfitters/87096202_004_s?fit=constrain&hei=56&qlt=75, Pink Dogwood: https://images.urbndata.com/is/image/UrbanOutfitters/87096202_066_s?fit=constrain&hei=56&qlt=75"
Basquiat 26 Tee,$35.00,https://www.urbanoutfitters.com/shop/basquiat-26-tee?category=mens-clothing&color=001,N/A,", , , https://images.urbndata.com/is/image/UrbanOutfitters/92028661_001_s?fit=constrain&hei=56&qlt=75",Black: https://images.urbndata.com/is/image/UrbanOutfitters/92028661_001_s?fit=constrain&hei=56&qlt=75
BDG Game Day Cutoff Tee,$39.00,https://www.urbanoutfitters.com/shop/bdg-game-day-cutoff-tee?category=mens-clothing&color=010,Top Rated,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/86442019_010_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/86442019_001_s?fit=constrain&hei=56&qlt=75","White: https://images.urbndata.com/is/image/UrbanOutfitters/86442019_010_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/86442019_001_s?fit=constrain&hei=56&qlt=75"
iets frans… Wide Leg Paneled Jogger Pant,$65.00,https://www.urbanoutfitters.com/shop/iets-frans-wide-leg-paneled-jogger-pant?category=mens-clothing&color=060,Top Rated,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/88450341_060_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88450341_030_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88450341_004_s?fit=constrain&hei=56&qlt=75","Red: https://images.urbndata.com/is/image/UrbanOutfitters/88450341_060_s?fit=constrain&hei=56&qlt=75, Green: https://images.urbndata.com/is/image/UrbanOutfitters/88450341_030_s?fit=constrain&hei=56&qlt=75, Grey: https://images.urbndata.com/is/image/UrbanOutfitters/88450341_004_s?fit=constrain&hei=56&qlt=75"
Standard Cloth Boxy Plisse Tank Top,$39.00,https://www.urbanoutfitters.com/shop/standard-cloth-boxy-plisse-tank-top?category=mens-clothing&color=001,N/A,", , , https://images.urbndata.com/is/image/UrbanOutfitters/89870406_001_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/89870406_016_s?fit=constrain&hei=56&qlt=75","Black: https://images.urbndata.com/is/image/UrbanOutfitters/89870406_001_s?fit=constrain&hei=56&qlt=75, Tan: https://images.urbndata.com/is/image/UrbanOutfitters/89870406_016_s?fit=constrain&hei=56&qlt=75"
BDG Bonfire Cropped Full Zip Hoodie Sweatshirt,$59.00,https://www.urbanoutfitters.com/shop/bdg-bonfire-cropped-full-zip-hoodie-sweatshirt2?category=mens-clothing&color=060,N/A,", , , , https://images.urbndata.com/is/image/UrbanOutfitters/90061540_060_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90061540_001_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90061540_070_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90061540_044_s?fit=constrain&hei=56&qlt=75","Red: https://images.urbndata.com/is/image/UrbanOutfitters/90061540_060_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/90061540_001_s?fit=constrain&hei=56&qlt=75, Bright Gold: https://images.urbndata.com/is/image/UrbanOutfitters/90061540_070_s?fit=constrain&hei=56&qlt=75, Blue Fusion: https://images.urbndata.com/is/image/UrbanOutfitters/90061540_044_s?fit=constrain&hei=56&qlt=75"
BDG Straight Fit Utility Work Pant,$69.00,https://www.urbanoutfitters.com/shop/bdg-straight-fit-utility-work-pant?category=mens-clothing&color=043,N/A,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/81479263_043_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/81479263_053_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/81479263_006_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/81479263_009_s?fit=constrain&hei=56&qlt=75","Mystique: https://images.urbndata.com/is/image/UrbanOutfitters/81479263_043_s?fit=constrain&hei=56&qlt=75, Purple Hope: https://images.urbndata.com/is/image/UrbanOutfitters/81479263_053_s?fit=constrain&hei=56&qlt=75, Light Grey: https://images.urbndata.com/is/image/UrbanOutfitters/81479263_006_s?fit=constrain&hei=56&qlt=75, Black + White Stripe: https://images.urbndata.com/is/image/UrbanOutfitters/81479263_009_s?fit=constrain&hei=56&qlt=75"
Champion UO Exclusive Woven Taslan 6” Short,$50.00,https://www.urbanoutfitters.com/shop/champion-uo-exclusive-woven-taslan-6-short?category=mens-clothing&color=020,UO Exclusive,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/86736444_020_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/86736444_001_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/86736444_010_s?fit=constrain&hei=56&qlt=75","Brown: https://images.urbndata.com/is/image/UrbanOutfitters/86736444_020_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/86736444_001_s?fit=constrain&hei=56&qlt=75, White: https://images.urbndata.com/is/image/UrbanOutfitters/86736444_010_s?fit=constrain&hei=56&qlt=75"
BDG Bonfire Astro Short,$49.00,https://www.urbanoutfitters.com/shop/bdg-bonfire-astro-short?category=mens-clothing&color=002,N/A,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/90980590_002_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90980590_006_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90980590_021_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90980590_036_s?fit=constrain&hei=56&qlt=75","Phantom: https://images.urbndata.com/is/image/UrbanOutfitters/90980590_002_s?fit=constrain&hei=56&qlt=75, Mid Heather Grey: https://images.urbndata.com/is/image/UrbanOutfitters/90980590_006_s?fit=constrain&hei=56&qlt=75, Chocolate Brown: https://images.urbndata.com/is/image/UrbanOutfitters/90980590_021_s?fit=constrain&hei=56&qlt=75, Aloe Wash: https://images.urbndata.com/is/image/UrbanOutfitters/90980590_036_s?fit=constrain&hei=56&qlt=75"
BDG Baggy Skate Fit Cargo Jean,$89.00,https://www.urbanoutfitters.com/shop/bdg-baggy-skate-fit-cargo-jean?category=mens-clothing&color=001,N/A,", , , , https://images.urbndata.com/is/image/UrbanOutfitters/83388579_001_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/83388579_106_s?fit=constrain&hei=56&qlt=75","Black: https://images.urbndata.com/is/image/UrbanOutfitters/83388579_001_s?fit=constrain&hei=56&qlt=75, Vintage Denim LIght: https://images.urbndata.com/is/image/UrbanOutfitters/83388579_106_s?fit=constrain&hei=56&qlt=75"
Modelo Cheers Tee,$35.00,https://www.urbanoutfitters.com/shop/modelo-cheers-tee?category=mens-clothing&color=030,N/A,", , , , https://images.urbndata.com/is/image/UrbanOutfitters/91062802_030_s?fit=constrain&hei=56&qlt=75",Sage: https://images.urbndata.com/is/image/UrbanOutfitters/91062802_030_s?fit=constrain&hei=56&qlt=75
'47 NY Yankees Hitch Relaxed Fit Baseball Hat,$35.00 – $39.00,https://www.urbanoutfitters.com/shop/47-ny-yankees-hitch-relaxed-fit-baseball-hat?category=mens-clothing&color=012,N/A,", , https://images.urbndata.com/is/image/UrbanOutfitters/88560818_012_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88560818_041_s?fit=constrain&hei=56&qlt=75","Cream: https://images.urbndata.com/is/image/UrbanOutfitters/88560818_012_s?fit=constrain&hei=56&qlt=75, Navy: https://images.urbndata.com/is/image/UrbanOutfitters/88560818_041_s?fit=constrain&hei=56&qlt=75"
UO Shrunken Rib Tank Top,$19.00,https://www.urbanoutfitters.com/shop/uo-shrunken-rib-tank-top?category=mens-clothing&color=030,N/A,", , , , https://images.urbndata.com/is/image/UrbanOutfitters/90246893_030_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90246893_050_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90246893_001_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/90246893_010_s?fit=constrain&hei=56&qlt=75","Stone Green: https://images.urbndata.com/is/image/UrbanOutfitters/90246893_030_s?fit=constrain&hei=56&qlt=75, Purple Potion: https://images.urbndata.com/is/image/UrbanOutfitters/90246893_050_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/90246893_001_s?fit=constrain&hei=56&qlt=75, White: https://images.urbndata.com/is/image/UrbanOutfitters/90246893_010_s?fit=constrain&hei=56&qlt=75"
Urban Renewal Remade Boxy Cropped Raw Cut Tee,$45.00,https://www.urbanoutfitters.com/shop/urban-renewal-remade-boxy-cropped-raw-cut-tee?category=mens-clothing&color=066,N/A,", , , , https://images.urbndata.com/is/image/UrbanOutfitters/88927215_066_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88927215_032_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88927215_001_s?fit=constrain&hei=56&qlt=75","Barely Pink: https://images.urbndata.com/is/image/UrbanOutfitters/88927215_066_s?fit=constrain&hei=56&qlt=75, Dynasty Green: https://images.urbndata.com/is/image/UrbanOutfitters/88927215_032_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/88927215_001_s?fit=constrain&hei=56&qlt=75"
Levi’s® 550 Relaxed Fit Jean,$70.00,https://www.urbanoutfitters.com/shop/levis-550-relaxed-fit-jean2?category=mens-clothing&color=108,N/A,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/82963307_108_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/82963307_043_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/82963307_002_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/82963307_040_s?fit=constrain&hei=56&qlt=75","Vintage Denim Dark: https://images.urbndata.com/is/image/UrbanOutfitters/82963307_108_s?fit=constrain&hei=56&qlt=75, Sapphire: https://images.urbndata.com/is/image/UrbanOutfitters/82963307_043_s?fit=constrain&hei=56&qlt=75, Washed Black: https://images.urbndata.com/is/image/UrbanOutfitters/82963307_002_s?fit=constrain&hei=56&qlt=75, Blue: https://images.urbndata.com/is/image/UrbanOutfitters/82963307_040_s?fit=constrain&hei=56&qlt=75"
Levi's® Stay Loose Pleated Jean,$99.00,https://www.urbanoutfitters.com/shop/levis-stay-loose-pleated-jean?category=mens-clothing&color=106,N/A,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/86570827_106_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/86570827_108_s?fit=constrain&hei=56&qlt=75","Vintage Denim LIght: https://images.urbndata.com/is/image/UrbanOutfitters/86570827_106_s?fit=constrain&hei=56&qlt=75, Vintage Denim Dark: https://images.urbndata.com/is/image/UrbanOutfitters/86570827_108_s?fit=constrain&hei=56&qlt=75"
iets frans… Seamless Tie-Back Long Sleeve Top,$39.00,https://www.urbanoutfitters.com/shop/iets-frans-seamless-tie-back-long-sleeve-top?category=mens-clothing&color=040,Top Rated,", , , , https://images.urbndata.com/is/image/UrbanOutfitters/81907313_040_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/81907313_006_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/81907313_020_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/81907313_001_s?fit=constrain&hei=56&qlt=75","Blue: https://images.urbndata.com/is/image/UrbanOutfitters/81907313_040_s?fit=constrain&hei=56&qlt=75, Light Grey: https://images.urbndata.com/is/image/UrbanOutfitters/81907313_006_s?fit=constrain&hei=56&qlt=75, Brown: https://images.urbndata.com/is/image/UrbanOutfitters/81907313_020_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/81907313_001_s?fit=constrain&hei=56&qlt=75"
Standard Cloth Foundation Hoodie Sweatshirt,$39.00,https://www.urbanoutfitters.com/shop/standard-cloth-foundation-hoodie-sweatshirt2?category=mens-clothing&color=045,Top Rated,", , , , https://images.urbndata.com/is/image/UrbanOutfitters/84704428_045_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/84704428_006_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/84704428_001_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/84704428_020_s?fit=constrain&hei=56&qlt=75","Starlight Blue: https://images.urbndata.com/is/image/UrbanOutfitters/84704428_045_s?fit=constrain&hei=56&qlt=75, Light Grey: https://images.urbndata.com/is/image/UrbanOutfitters/84704428_006_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/84704428_001_s?fit=constrain&hei=56&qlt=75, Brown: https://images.urbndata.com/is/image/UrbanOutfitters/84704428_020_s?fit=constrain&hei=56&qlt=75"
Standard Cloth Ryder 3” Nylon Short,$39.00,https://www.urbanoutfitters.com/shop/standard-cloth-ryder-3-nylon-short?category=mens-clothing&color=040,Top Rated,", , , , , https://images.urbndata.com/is/image/UrbanOutfitters/88408521_040_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88408521_072_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88408521_065_s?fit=constrain&hei=56&qlt=75, https://images.urbndata.com/is/image/UrbanOutfitters/88408521_001_s?fit=constrain&hei=56&qlt=75","Starlight Blue: https://images.urbndata.com/is/image/UrbanOutfitters/88408521_040_s?fit=constrain&hei=56&qlt=75, Yellow: https://images.urbndata.com/is/image/UrbanOutfitters/88408521_072_s?fit=constrain&hei=56&qlt=75, Rose: https://images.urbndata.com/is/image/UrbanOutfitters/88408521_065_s?fit=constrain&hei=56&qlt=75, Black: https://images.urbndata.com/is/image/UrbanOutfitters/88408521_001_s?fit=constrain&hei=56&qlt=75"
